wins,wins_without_guess,time_elapsed,samples_considered,samples_with_solutions,difficulty,sample_size,use_num_mines_constraint,first_click_pos,first_click_is_zero,parameters_id,batch_size
24,23,1.1092822551727295,87,85,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
24,20,13.09265398979187,217,212,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
8,1,99.9916160106659,460,380,Expert (16x30),18x32,True,"(3, 3)",True,3,25
7,3,74.64999175071716,491,434,Expert (16x30),18x32,True,"(3, 3)",True,3,25
24,22,1.3436377048492432,90,87,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
21,16,13.858214378356934,215,199,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
22,22,1.0467846393585205,80,78,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
21,18,10.624107837677002,217,209,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
5,0,103.4757022857666,523,454,Expert (16x30),18x32,True,"(3, 3)",True,3,25
23,23,1.2186496257781982,85,82,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
10,5,89.11753177642822,489,429,Expert (16x30),18x32,True,"(3, 3)",True,3,25
22,20,15.451833963394163,221,207,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
25,23,1.171776294708252,80,78,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
6,2,90.99237823486328,459,403,Expert (16x30),18x32,True,"(3, 3)",True,3,25
5,3,73.29073429107666,390,343,Expert (16x30),18x32,True,"(3, 3)",True,3,25
25,25,1.0936577320098877,82,82,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
18,17,18.529699325561523,240,219,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
8,2,83.6804883480072,476,426,Expert (16x30),18x32,True,"(3, 3)",True,3,25
23,22,1.8748433589935305,81,74,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
22,15,16.373629808425903,255,239,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
12,4,72.86889839172363,480,443,Expert (16x30),18x32,True,"(3, 3)",True,3,25
22,18,12.327090978622437,231,219,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
20,14,13.10827350616455,228,210,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
11,2,88.77381682395935,525,466,Expert (16x30),18x32,True,"(3, 3)",True,3,25
11,4,93.19531750679016,497,443,Expert (16x30),18x32,True,"(3, 3)",True,3,25
9,3,84.19607162475586,448,398,Expert (16x30),18x32,True,"(3, 3)",True,3,25
10,3,74.08754587173462,470,420,Expert (16x30),18x32,True,"(3, 3)",True,3,25
8,0,70.35348391532898,470,402,Expert (16x30),18x32,True,"(3, 3)",True,3,25
9,4,91.91417860984802,530,477,Expert (16x30),18x32,True,"(3, 3)",True,3,25
9,6,60.85427331924439,463,428,Expert (16x30),18x32,True,"(3, 3)",True,3,25
5,3,59.26065540313721,431,361,Expert (16x30),18x32,True,"(3, 3)",True,3,25
11,5,73.29073190689087,530,467,Expert (16x30),18x32,True,"(3, 3)",True,3,25
48,46,1.968587875366211,159,155,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
47,46,2.2029407024383545,168,163,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
49,45,2.62478256225586,181,177,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
46,39,2.62478256225586,176,164,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
48,46,2.46854305267334,163,159,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
49,45,2.202941417694092,155,149,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
44,39,24.357338190078732,438,426,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
39,32,24.37296175956726,426,401,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
47,34,23.20117855072021,414,395,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
44,37,25.388503074646,448,431,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
50,47,2.609156608581543,164,162,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
40,36,27.778923511505127,444,424,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
46,45,2.624779462814331,171,164,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
46,37,24.044862270355225,445,430,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
47,44,2.577908754348755,186,181,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
43,33,22.404375076293945,420,400,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
47,41,2.8591344356536865,178,169,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
42,33,22.1700177192688,435,413,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
43,39,27.88828992843628,413,387,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
47,44,2.4372944831848145,163,156,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
44,33,23.654269695281982,443,423,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
41,35,27.028989553451535,439,413,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
48,48,2.0623269081115723,162,160,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
38,37,23.73238730430603,414,394,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
15,7,148.36257553100586,959,862,Expert (16x30),18x32,True,"(3, 3)",True,3,50
49,45,2.7653896808624268,168,160,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
17,9,166.18920469284058,934,831,Expert (16x30),18x32,True,"(3, 3)",True,3,50
21,10,161.6739547252655,1005,922,Expert (16x30),18x32,True,"(3, 3)",True,3,50
46,43,3.015376091003418,177,171,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
17,5,174.84473252296448,960,841,Expert (16x30),18x32,True,"(3, 3)",True,3,50
18,3,175.2353253364563,972,862,Expert (16x30),18x32,True,"(3, 3)",True,3,50
49,45,2.093573808670044,153,148,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
40,33,29.716267824172974,456,427,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
20,7,191.8433122634888,1011,902,Expert (16x30),18x32,True,"(3, 3)",True,3,50
47,43,2.7341458797454834,168,158,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
14,3,167.17350244522095,921,795,Expert (16x30),18x32,True,"(3, 3)",True,3,50
45,33,29.91937255859375,462,434,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
20,12,175.39156317710876,1000,890,Expert (16x30),18x32,True,"(3, 3)",True,3,50
50,46,2.3123066425323486,179,175,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
42,38,22.201266527175903,395,385,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
48,45,2.0779526233673096,159,154,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
12,7,161.2989935874939,957,877,Expert (16x30),18x32,True,"(3, 3)",True,3,50
39,35,23.73238968849182,424,406,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
15,4,193.34318566322327,904,782,Expert (16x30),18x32,True,"(3, 3)",True,3,50
50,45,3.468456029891968,186,177,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
42,39,24.73230528831482,440,420,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
48,45,2.296680212020874,167,160,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
42,35,31.606732606887817,480,458,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
46,40,24.29484272003174,430,416,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
50,45,2.62477707862854,169,163,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
41,33,27.48207950592041,432,404,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
14,9,188.28111147880557,916,808,Expert (16x30),18x32,True,"(3, 3)",True,3,50
47,46,2.343555688858032,162,157,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
48,40,27.763305187225345,427,407,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
45,40,25.341630458831787,432,423,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
48,44,2.109196186065674,168,162,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
16,7,198.76461505889893,986,852,Expert (16x30),18x32,True,"(3, 3)",True,3,50
41,34,25.16976857185364,414,396,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
49,47,2.359181404113769,164,162,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
22,8,160.83029699325562,963,874,Expert (16x30),18x32,True,"(3, 3)",True,3,50
19,7,148.3625843524933,950,847,Expert (16x30),18x32,True,"(3, 3)",True,3,50
49,46,2.031083822250366,159,155,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
43,35,25.857211351394653,454,435,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
23,8,174.36041450500488,1008,917,Expert (16x30),18x32,True,"(3, 3)",True,3,50
48,42,2.1248223781585693,180,173,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
39,34,22.88870978355408,409,390,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
46,33,24.15422749519348,455,430,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
24,14,155.56511282920837,876,798,Expert (16x30),18x32,True,"(3, 3)",True,3,50
48,44,2.1560709476470947,169,163,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
17,7,184.26583409309387,982,891,Expert (16x30),18x32,True,"(3, 3)",True,3,50
50,46,2.3123059272766118,164,160,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
13,3,177.45390462875366,885,750,Expert (16x30),18x32,True,"(3, 3)",True,3,50
17,4,202.15496230125427,970,839,Expert (16x30),18x32,True,"(3, 3)",True,3,50
47,46,1.8592205047607424,152,148,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
42,37,25.84158825874329,440,417,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
41,37,25.169766426086422,418,401,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
48,42,2.984126329421997,185,175,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
27,14,185.1563801765442,993,893,Expert (16x30),18x32,True,"(3, 3)",True,3,50
15,6,167.6265993118286,893,790,Expert (16x30),18x32,True,"(3, 3)",True,3,50
47,42,3.0309972763061523,191,181,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
43,34,27.857043981552124,457,433,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
47,44,25.029155015945435,435,428,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
50,48,1.9685845375061035,159,157,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
39,35,25.52911138534546,440,420,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
46,34,25.591610431671143,432,412,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
47,45,2.077948093414306,161,156,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
42,36,24.576074361801147,426,408,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
20,7,223.9812643527985,1018,907,Expert (16x30),18x32,True,"(3, 3)",True,3,50
46,44,2.3904247283935547,170,164,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
16,5,178.11010098457336,995,883,Expert (16x30),18x32,True,"(3, 3)",True,3,50
19,4,158.61173486709595,1020,922,Expert (16x30),18x32,True,"(3, 3)",True,3,50
49,46,1.827970027923584,155,151,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
21,5,180.34429240226743,987,889,Expert (16x30),18x32,True,"(3, 3)",True,3,50
20,9,219.59100914001465,993,864,Expert (16x30),18x32,True,"(3, 3)",True,3,50
46,44,2.062328100204468,159,151,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
42,34,30.591193675994877,457,435,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
41,33,29.450665712356567,450,419,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
50,48,1.9998292922973635,164,162,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
13,7,171.11069297790527,955,846,Expert (16x30),18x32,True,"(3, 3)",True,3,50
44,39,30.49745202064514,426,398,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
12,7,183.51590156555176,886,759,Expert (16x30),18x32,True,"(3, 3)",True,3,50
47,44,2.015455961227417,164,158,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
40,31,26.747768878936768,441,415,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
14,8,155.67448687553406,855,765,Expert (16x30),18x32,True,"(3, 3)",True,3,50
49,48,2.187316417694092,166,165,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
44,37,22.998080253601078,420,400,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
48,47,1.999832391738892,172,166,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
45,32,23.37304639816284,408,389,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
20,11,174.32918238639832,981,894,Expert (16x30),18x32,True,"(3, 3)",True,3,50
22,7,202.99865555763245,1027,904,Expert (16x30),18x32,True,"(3, 3)",True,3,50
49,46,2.390424966812134,161,157,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
42,39,26.02907514572144,448,433,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
47,46,1.92171049118042,170,164,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
43,33,26.02907538414001,443,420,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
17,11,181.73481488227844,1026,930,Expert (16x30),18x32,True,"(3, 3)",True,3,50
50,46,2.2185630798339844,172,168,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
38,26,30.669317483901978,472,433,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
45,34,26.99774050712585,449,427,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
49,46,2.06233024597168,163,159,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
9,6,157.5649540424347,859,751,Expert (16x30),18x32,True,"(3, 3)",True,3,50
45,41,23.888630628585812,428,417,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
47,45,3.109111785888672,183,177,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
16,8,199.0302422046661,961,849,Expert (16x30),18x32,True,"(3, 3)",True,3,50
20,6,210.43553972244263,1062,943,Expert (16x30),18x32,True,"(3, 3)",True,3,50
49,49,1.7967240810394287,160,159,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
20,10,176.7821021080017,974,859,Expert (16x30),18x32,True,"(3, 3)",True,3,50
46,40,25.310386896133423,421,411,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
49,48,2.265432834625244,154,152,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
17,8,166.72044014930725,957,847,Expert (16x30),18x32,True,"(3, 3)",True,3,50
38,33,27.45083236694336,435,411,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
46,45,2.1716926097869877,155,150,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
43,32,25.21664261817932,471,441,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
20,8,189.24980974197388,999,883,Expert (16x30),18x32,True,"(3, 3)",True,3,50
49,46,2.265437126159668,165,161,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
39,32,26.435291051864624,398,370,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
19,7,159.25231862068176,883,782,Expert (16x30),18x32,True,"(3, 3)",True,3,50
16,9,191.4215052127838,976,846,Expert (16x30),18x32,True,"(3, 3)",True,3,50
15,8,170.93883776664734,840,733,Expert (16x30),18x32,True,"(3, 3)",True,3,50
48,44,2.0467004776000977,162,157,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
46,45,2.343557596206665,171,165,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
45,38,23.57615900039673,431,418,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
42,35,26.37279510498047,438,415,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
45,40,24.79480481147766,430,415,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
49,45,2.0935795307159424,148,143,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
20,7,179.98496389389038,968,859,Expert (16x30),18x32,True,"(3, 3)",True,3,50
50,47,1.9373362064361568,150,147,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
42,34,25.747852087020878,421,400,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
15,6,184.79706287384036,925,811,Expert (16x30),18x32,True,"(3, 3)",True,3,50
49,49,2.390429735183716,164,163,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
45,37,24.076117992401123,436,419,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
45,38,26.76339054107666,469,457,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
50,45,2.046704769134521,153,148,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
14,7,154.5652186870575,862,771,Expert (16x30),18x32,True,"(3, 3)",True,3,50
15,2,166.89231824874878,921,811,Expert (16x30),18x32,True,"(3, 3)",True,3,50
47,42,3.0466203689575195,182,173,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
16,5,192.7807810306549,972,859,Expert (16x30),18x32,True,"(3, 3)",True,3,50
45,40,28.43512606620789,455,443,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
47,45,2.8591344356536865,170,165,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
26,9,163.6269669532776,928,838,Expert (16x30),18x32,True,"(3, 3)",True,3,50
46,41,27.27897024154663,432,420,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
50,47,2.468547344207764,171,169,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
14,10,157.42436337471008,901,812,Expert (16x30),18x32,True,"(3, 3)",True,3,50
41,32,27.341471195220947,428,393,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
48,44,2.187316656112671,167,161,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
14,5,163.06451845169067,936,830,Expert (16x30),18x32,True,"(3, 3)",True,3,50
49,43,24.029240369796756,421,411,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
47,45,1.8592233657836916,159,155,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
19,8,181.85982370376587,937,827,Expert (16x30),18x32,True,"(3, 3)",True,3,50
42,35,30.10686445236206,421,394,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
22,10,178.0945098400116,996,894,Expert (16x30),18x32,True,"(3, 3)",True,3,50
45,43,2.1248233318328857,168,161,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
42,33,24.43545746803284,434,415,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
48,43,2.562288999557495,175,168,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
19,6,182.312908411026,995,877,Expert (16x30),18x32,True,"(3, 3)",True,3,50
46,38,22.107529878616333,440,425,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
40,37,26.31029963493347,431,409,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
48,43,2.171693563461304,159,153,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
20,10,171.7044162750244,970,885,Expert (16x30),18x32,True,"(3, 3)",True,3,50
49,47,2.82789158821106,179,176,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
44,39,26.15407156944275,422,407,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
19,7,152.04980731010437,875,782,Expert (16x30),18x32,True,"(3, 3)",True,3,50
48,46,2.2966792583465576,164,160,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
42,36,23.716768741607662,417,402,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
21,10,204.57667303085327,1062,940,Expert (16x30),18x32,True,"(3, 3)",True,3,50
40,33,25.997833967208862,452,434,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
49,48,2.140448093414306,163,161,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
44,36,26.138444423675537,457,437,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
46,39,2.624782085418701,175,162,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
17,9,180.5630555152893,989,894,Expert (16x30),18x32,True,"(3, 3)",True,3,50
16,6,201.13946104049683,995,882,Expert (16x30),18x32,True,"(3, 3)",True,3,50
48,46,1.8592219352722168,150,147,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
15,7,177.21958661079407,966,842,Expert (16x30),18x32,True,"(3, 3)",True,3,50
44,33,27.49770712852478,429,404,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
49,48,2.265432119369507,158,157,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
43,33,26.18531823158264,438,420,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
22,7,189.59355640411377,962,848,Expert (16x30),18x32,True,"(3, 3)",True,3,50
46,44,2.4529242515563965,171,164,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
20,7,166.2205069065094,939,826,Expert (16x30),18x32,True,"(3, 3)",True,3,50
41,37,27.372721433639526,429,416,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
45,44,2.6404054164886475,165,157,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
22,8,185.6407623291016,1049,951,Expert (16x30),18x32,True,"(3, 3)",True,3,50
37,31,23.62302803993225,432,408,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
45,42,2.077950954437256,177,167,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
45,39,27.310222148895264,430,416,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
17,8,186.0626049041748,898,789,Expert (16x30),18x32,True,"(3, 3)",True,3,50
49,45,1.952962875366211,157,152,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
49,42,24.622944116592407,422,410,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
43,34,26.169695615768436,439,419,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
48,46,2.2341885566711426,154,151,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
16,4,227.8403730392456,979,850,Expert (16x30),18x32,True,"(3, 3)",True,3,50
19,3,204.60793614387512,1083,970,Expert (16x30),18x32,True,"(3, 3)",True,3,50
15,6,166.7673463821411,859,762,Expert (16x30),18x32,True,"(3, 3)",True,3,50
47,46,2.546663284301758,180,177,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
18,7,194.5775253772736,1022,888,Expert (16x30),18x32,True,"(3, 3)",True,3,50
46,42,1.984212636947632,161,154,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
41,31,25.607240915298465,434,417,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
42,38,30.106863975524902,419,386,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
12,5,168.61094427108765,925,804,Expert (16x30),18x32,True,"(3, 3)",True,3,50
41,30,27.232104778289795,446,422,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
49,47,2.593536376953125,169,164,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
48,48,2.156064987182617,153,151,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
20,12,169.70460748672485,949,851,Expert (16x30),18x32,True,"(3, 3)",True,3,50
41,36,24.357342004776,436,413,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
49,49,2.187319278717041,161,160,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
42,35,30.809935808181763,433,409,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
20,8,173.1574387550354,941,834,Expert (16x30),18x32,True,"(3, 3)",True,3,50
45,40,2.359177827835083,179,169,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
43,34,29.763142824172974,430,403,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
16,10,167.45478749275208,881,770,Expert (16x30),18x32,True,"(3, 3)",True,3,50
45,42,2.265436172485352,169,161,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
42,37,28.435125589370728,414,386,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
21,5,196.85858964920044,1038,893,Expert (16x30),18x32,True,"(3, 3)",True,3,50
46,44,2.0623276233673096,165,160,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
40,33,25.54474449157715,437,412,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
22,9,165.62681770324707,950,867,Expert (16x30),18x32,True,"(3, 3)",True,3,50
48,45,2.249816656112671,172,165,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
39,35,26.57590675354004,414,395,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
15,3,195.38996076583865,1072,931,Expert (16x30),18x32,True,"(3, 3)",True,3,50
47,44,2.2498133182525635,163,155,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
43,32,25.35726046562195,454,431,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
39,32,25.575987815856934,453,426,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
47,45,2.499795436859131,162,156,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
22,9,198.5303246974945,1065,960,Expert (16x30),18x32,True,"(3, 3)",True,3,50
16,5,188.96861743927,993,892,Expert (16x30),18x32,True,"(3, 3)",True,3,50
49,47,2.406052589416504,166,159,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
38,30,26.51341390609741,401,370,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
19,7,204.81105089187625,976,866,Expert (16x30),18x32,True,"(3, 3)",True,3,50
47,44,2.3748018741607666,160,154,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
13,5,182.7503888607025,908,783,Expert (16x30),18x32,True,"(3, 3)",True,3,50
47,35,24.8885509967804,436,422,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
49,45,2.1404471397399902,162,156,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
20,6,195.1087348461151,1023,918,Expert (16x30),18x32,True,"(3, 3)",True,3,50
44,39,25.40413212776184,415,401,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
47,44,2.2498130798339844,174,171,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
16,4,152.25292897224426,904,798,Expert (16x30),18x32,True,"(3, 3)",True,3,50
22,6,178.28201270103455,1015,907,Expert (16x30),18x32,True,"(3, 3)",True,3,50
48,44,2.499786376953125,173,165,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
45,35,25.34163737297058,448,428,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
20,7,162.12711310386658,918,825,Expert (16x30),18x32,True,"(3, 3)",True,3,50
43,41,2.359178304672241,162,154,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
38,27,29.16944265365601,439,403,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
45,39,31.34113931655884,475,445,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
49,47,1.7186062335968018,148,145,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
42,33,29.79439091682434,485,456,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
16,4,176.3290500640869,920,802,Expert (16x30),18x32,True,"(3, 3)",True,3,50
47,44,1.9217133522033687,155,150,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
23,7,172.719979763031,1002,915,Expert (16x30),18x32,True,"(3, 3)",True,3,50
44,38,27.90392255783081,447,422,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
49,48,2.031083822250366,162,161,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
16,8,162.6583182811737,905,811,Expert (16x30),18x32,True,"(3, 3)",True,3,50
43,38,24.71668672561645,426,410,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
49,44,2.2810635566711426,172,167,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
41,33,26.591533660888672,457,431,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
41,34,27.700815439224243,449,422,Intermediate (16x16),18x18,True,"(3, 3)",True,2,50
47,46,2.343554735183716,156,153,Beginner (9x9),11x11,True,"(3, 3)",True,1,50
